Data,Quant. de Vendas,Forma de Pagamento,Loja,GMV,Estado,Tipo de Vendas
1/3/2020,14,TipoA,Parceiro5,"R$3,510.33",Pará,Não Promocional
1/3/2020,17,TipoA,Parceiro5,R$810.86,Paraná,Não Promocional
1/3/2020,13,TipoB,Parceiro2,"R$3,349.48",Pernambuco,Não Promocional
1/3/2020,14,TipoB,Parceiro2,"R$1,510.42",Espírito Santo,Não Promocional
1/3/2020,11,TipoA,Parceiro1,R$420.25,Alagoas,Não Promocional
1/3/2020,16,TipoB,Parceiro2,"R$2,075.16",Paraná,Não Promocional
1/3/2020,13,TipoB,Parceiro4,"R$2,762.34",São Paulo,Não Promocional
1/3/2020,14,TipoB,Parceiro4,"R$3,489.55",Rio Grande do Sul,Não Promocional
1/3/2020,9,TipoA,Parceiro7,R$890.38,Mato Grosso,Não Promocional
1/3/2020,13,TipoA,Parceiro7,R$434.76,Amapá,Não Promocional
1/3/2020,17,TipoB,Parceiro5,"R$1,518.48",Espírito Santo,Não Promocional
1/3/2020,9,TipoA,Parceiro1,"R$1,526.70",Rio Grande do Sul,Não Promocional
1/3/2020,16,TipoA,Parceiro7,R$322.79,Rio de Janeiro,Não Promocional
1/3/2020,8,TipoB,Parceiro4,"R$2,462.91",Rio Grande do Sul,Não Promocional
1/3/2020,13,TipoA,Parceiro7,"R$3,856.57",Espírito Santo,Não Promocional
1/3/2020,12,TipoA,Parceiro15,"R$3,106.45",Bahia,Não Promocional
1/3/2020,8,TipoB,Parceiro11,"R$1,827.50",São Paulo,Não Promocional
1/3/2020,7,TipoB,Parceiro15,"R$3,397.11",Rio de Janeiro,Não Promocional
1/3/2020,17,TipoA,Parceiro5,R$812.79,Minas Gerais,Não Promocional
1/3/2020,13,TipoA,Parceiro12,"R$2,234.35",Espírito Santo,Não Promocional
1/3/2020,14,TipoB,Parceiro7,"R$1,835.47",Espírito Santo,Não Promocional
1/3/2020,17,TipoA,Parceiro14,"R$3,555.50",Alagoas,Não Promocional
1/3/2020,14,TipoB,Parceiro12,"R$2,184.47",São Paulo,Não Promocional
1/3/2020,8,TipoA,Parceiro12,R$65.20,Bahia,Não Promocional
1/3/2020,14,TipoA,Parceiro1,"R$3,216.77",São Paulo,Não Promocional
1/3/2020,17,TipoB,Parceiro2,R$431.02,Santa Catarina,Não Promocional
1/3/2020,8,TipoA,Parceiro15,"R$2,485.36",Rio de Janeiro,Não Promocional
1/3/2020,9,TipoB,Parceiro4,"R$2,595.16",Ceará,Não Promocional
1/3/2020,16,TipoB,Parceiro6,"R$2,098.98",Amazonas,Não Promocional
1/3/2020,8,TipoB,Parceiro8,"R$2,985.71",Espírito Santo,Não Promocional
1/3/2020,8,TipoA,Parceiro1,"R$1,545.44",Ceará,Não Promocional
1/3/2020,13,TipoB,Parceiro3,"R$3,535.19",Bahia,Não Promocional
1/3/2020,15,TipoB,Parceiro13,"R$1,593.85",Amazonas,Não Promocional
1/3/2020,14,TipoB,Parceiro3,"R$3,684.77",Rio de Janeiro,Não Promocional
1/3/2020,16,TipoB,Parceiro12,"R$3,298.54",Acre,Não Promocional
1/3/2020,15,TipoB,Parceiro15,"R$1,571.29",Rio Grande do Sul,Não Promocional
1/3/2020,15,TipoB,Parceiro9,R$250.55,Ceará,Não Promocional
1/3/2020,16,TipoB,Parceiro6,R$998.20,Rio Grande do Sul,Não Promocional
1/3/2020,11,TipoB,Parceiro10,"R$3,230.97",Santa Catarina,Não Promocional
1/3/2020,12,TipoB,Parceiro10,"R$3,277.68",Ceará,Não Promocional
1/3/2020,10,TipoB,Parceiro10,"R$2,944.92",São Paulo,Não Promocional
1/3/2020,14,TipoC,Parceiro12,"R$1,320.86",Santa Catarina,Não Promocional
1/3/2020,15,TipoC,Parceiro8,R$81.75,Rio Grande do Sul,Não Promocional
1/3/2020,11,TipoA,Parceiro11,"R$3,850.76",Acre,Não Promocional
1/3/2020,6,TipoA,Parceiro6,"R$1,693.47",Mato Grosso do Sul,Não Promocional
1/3/2020,6,TipoC,Parceiro12,"R$3,401.79",Espírito Santo,Não Promocional
1/3/2020,6,TipoB,Parceiro10,"R$3,902.42",Amazonas,Não Promocional
1/3/2020,4,TipoC,Parceiro9,"R$3,058.32",São Paulo,Não Promocional
1/3/2020,4,TipoB,Parceiro5,"R$1,806.99",Mato Grosso do Sul,Não Promocional
1/3/2020,3,TipoA,Parceiro6,"R$2,241.48",Paraíba,Não Promocional
1/3/2020,6,TipoC,Parceiro8,"R$2,336.64",Minas Gerais,Não Promocional
1/3/2020,5,TipoB,Parceiro11,"R$3,782.50",Pará,Não Promocional
1/3/2020,3,TipoA,Parceiro13,"R$1,483.64",Bahia,Não Promocional
1/3/2020,5,TipoB,Parceiro7,R$871.27,Acre,Não Promocional
1/3/2020,5,TipoA,Parceiro9,"R$1,778.18",Acre,Não Promocional
1/3/2020,5,TipoB,Parceiro7,"R$1,585.76",Mato Grosso,Não Promocional
1/3/2020,5,TipoB,Parceiro13,R$933.60,Sergipe,Não Promocional
1/3/2020,4,TipoB,Parceiro2,"R$2,197.33",Pará,Não Promocional
1/3/2020,3,TipoC,Parceiro12,"R$2,679.43",Paraíba,Não Promocional
1/3/2020,6,TipoB,Parceiro11,"R$2,636.63",Pernambuco,Não Promocional
1/3/2020,3,TipoB,Parceiro8,"R$3,823.90",Bahia,Não Promocional
1/3/2020,4,TipoC,Parceiro5,"R$2,057.93",Alagoas,Não Promocional
1/3/2020,6,TipoB,Parceiro9,"R$3,519.38",Minas Gerais,Não Promocional
1/3/2020,4,TipoB,Parceiro15,"R$2,518.06",Bahia,Não Promocional
1/3/2020,4,TipoC,Parceiro13,"R$2,084.18",Pernambuco,Não Promocional
1/3/2020,3,TipoC,Parceiro8,"R$2,459.04",Pará,Não Promocional
1/3/2020,4,TipoB,Parceiro14,R$80.04,Pará,Não Promocional
1/3/2020,5,TipoB,Parceiro12,"R$1,536.20",Mato Grosso do Sul,Não Promocional
1/3/2020,3,TipoA,Parceiro2,R$406.28,Minas Gerais,Não Promocional
1/3/2020,6,TipoC,Parceiro6,R$731.36,Rio Grande do Norte,Não Promocional
1/3/2020,5,TipoA,Parceiro7,"R$1,768.90",Mato Grosso do Sul,Não Promocional
1/3/2020,4,TipoC,Parceiro1,"R$3,664.85",Roraima,Não Promocional
1/3/2020,4,TipoA,Parceiro8,R$913.30,Minas Gerais,Não Promocional
1/3/2020,6,TipoA,Parceiro5,"R$1,730.26",Piauí,Não Promocional
1/3/2020,5,TipoB,Parceiro12,"R$2,720.95",Distrito Federal,Não Promocional
1/3/2020,4,TipoB,Parceiro2,"R$1,895.40",Alagoas,Não Promocional
1/3/2020,4,TipoB,Parceiro13,"R$3,689.48",Rio Grande do Norte,Não Promocional
1/3/2020,5,TipoB,Parceiro15,"R$1,689.47",Rio Grande do Norte,Não Promocional
1/3/2020,27,TipoA,Parceiro14,"R$2,082.04",Paraná,Não Promocional
1/3/2020,24,TipoC,Parceiro12,"R$1,451.35",Acre,Não Promocional
1/3/2020,26,TipoB,Parceiro6,"R$3,085.67",Pernambuco,Não Promocional
1/3/2020,27,TipoB,Parceiro6,"R$1,680.84",Sergipe,Não Promocional
1/3/2020,25,TipoB,Parceiro11,"R$1,479.94",Paraná,Não Promocional
1/3/2020,23,TipoB,Parceiro5,R$430.48,Santa Catarina,Não Promocional
1/3/2020,22,TipoC,Parceiro12,R$226.82,Mato Grosso,Não Promocional
1/3/2020,24,TipoA,Parceiro2,"R$2,084.51",Paraíba,Não Promocional
1/3/2020,14,TipoB,Parceiro13,"R$2,327.37",Ceará,Não Promocional
1/3/2020,4,TipoA,Parceiro14,"R$1,525.28",Piauí,Não Promocional
1/3/2020,18,TipoB,Parceiro3,R$268.87,Amazonas,Super Promoção
1/3/2020,32,TipoB,Parceiro15,"R$1,306.36",Minas Gerais,Super Promoção
1/3/2020,27,TipoA,Parceiro8,"R$1,628.49",Minas Gerais,Super Promoção
1/3/2020,1,TipoB,Parceiro4,R$24.43,Minas Gerais,Super Promoção
1/3/2020,24,TipoB,Parceiro13,"R$1,905.62",Rio de Janeiro,Super Promoção
1/3/2020,3,TipoA,Parceiro10,"R$2,416.36",Minas Gerais,Super Promoção
1/4/2020,2,TipoB,Parceiro7,R$498.14,Rio Grande do Sul,Promocional
1/4/2020,4,TipoA,Parceiro5,"R$2,156.29",Distrito Federal,Promocional
1/4/2020,5,TipoA,Parceiro1,"R$3,675.16",Rio Grande do Sul,Promocional
1/4/2020,4,TipoA,Parceiro7,"R$2,766.85",São Paulo,Promocional
1/4/2020,2,TipoB,Parceiro6,"R$1,084.75",Distrito Federal,Promocional
1/4/2020,1,TipoA,Parceiro3,"R$2,041.56",Minas Gerais,Promocional
1/4/2020,3,TipoB,Parceiro7,R$737.65,Distrito Federal,Promocional
1/4/2020,3,TipoA,Parceiro7,"R$3,060.86",Rio Grande do Sul,Promocional
1/4/2020,5,TipoB,Parceiro4,R$912.08,Rio de Janeiro,Promocional
1/4/2020,1,TipoA,Parceiro2,"R$3,296.57",Minas Gerais,Promocional
1/4/2020,1,TipoB,Parceiro6,R$527.36,São Paulo,Promocional
1/4/2020,1,TipoB,Parceiro6,R$804.04,Minas Gerais,Promocional
1/4/2020,2,TipoB,Parceiro3,"R$1,311.72",Minas Gerais,Promocional
1/4/2020,1,TipoA,Parceiro2,R$934.55,São Paulo,Promocional
1/4/2020,1,TipoA,Parceiro6,"R$3,155.51",São Paulo,Promocional
1/4/2020,4,TipoA,Parceiro5,"R$2,138.42",São Paulo,Promocional
1/4/2020,1,TipoA,Parceiro1,"R$3,730.90",Distrito Federal,Promocional
1/4/2020,3,TipoA,Parceiro6,"R$1,390.84",Rio Grande do Sul,Promocional
1/4/2020,2,TipoA,Parceiro2,R$18.70,Rio de Janeiro,Promocional
1/4/2020,2,TipoA,Parceiro1,"R$2,626.52",Minas Gerais,Não Promocional
1/4/2020,5,TipoA,Parceiro6,"R$1,146.12",Distrito Federal,Não Promocional
1/4/2020,3,TipoB,Parceiro2,"R$1,291.85",Rio Grande do Sul,Não Promocional
1/4/2020,4,TipoB,Parceiro2,"R$2,453.06",Rio Grande do Sul,Não Promocional
1/4/2020,3,TipoA,Parceiro2,"R$1,398.27",Rio de Janeiro,Não Promocional
1/4/2020,3,TipoB,Parceiro2,R$552.99,São Paulo,Não Promocional
1/4/2020,5,TipoB,Parceiro7,"R$3,593.13",Distrito Federal,Não Promocional
1/4/2020,2,TipoA,Parceiro5,"R$3,199.01",Distrito Federal,Não Promocional
1/4/2020,1,TipoB,Parceiro2,"R$2,607.25",Rio de Janeiro,Não Promocional
1/4/2020,13,TipoB,Parceiro7,"R$2,879.19",Rio de Janeiro,Não Promocional
1/4/2020,17,TipoA,Parceiro5,R$42.74,Distrito Federal,Não Promocional
1/4/2020,16,TipoA,Parceiro6,"R$2,341.46",Rio de Janeiro,Não Promocional
1/4/2020,14,TipoB,Parceiro5,R$699.81,São Paulo,Não Promocional
1/4/2020,12,TipoA,Parceiro3,"R$2,398.42",Minas Gerais,Não Promocional
1/4/2020,17,TipoB,Parceiro6,"R$3,854.25",Goiás,Não Promocional
1/4/2020,9,TipoB,Parceiro3,R$502.10,Pernambuco,Não Promocional
1/4/2020,12,TipoA,Parceiro3,"R$3,377.78",Ceará,Não Promocional
1/4/2020,13,TipoA,Parceiro4,"R$2,196.64",Maranhão,Não Promocional
1/4/2020,14,TipoA,Parceiro6,"R$2,041.41",Santa Catarina,Não Promocional
1/4/2020,9,TipoB,Parceiro5,"R$2,216.22",Maranhão,Não Promocional
1/4/2020,12,TipoB,Parceiro1,"R$2,683.16",Espírito Santo,Não Promocional
1/4/2020,12,TipoA,Parceiro7,"R$2,583.45",Pará,Não Promocional
1/4/2020,14,TipoA,Parceiro6,R$783.98,Amapá,Não Promocional
1/4/2020,16,TipoB,Parceiro5,"R$3,765.28",Distrito Federal,Não Promocional
1/4/2020,10,TipoA,Parceiro15,"R$1,137.88",Amazonas,Não Promocional
1/4/2020,12,TipoB,Parceiro13,"R$3,109.73",São Paulo,Não Promocional
1/4/2020,16,TipoB,Parceiro8,"R$1,692.11",Rio Grande do Sul,Não Promocional
1/4/2020,14,TipoA,Parceiro13,R$679.87,Rio Grande do Sul,Não Promocional
1/4/2020,11,TipoB,Parceiro14,"R$1,111.81",Alagoas,Não Promocional
1/4/2020,17,TipoA,Parceiro1,"R$2,245.84",Rio Grande do Sul,Não Promocional
1/4/2020,14,TipoB,Parceiro11,"R$2,714.93",Espírito Santo,Não Promocional
1/4/2020,14,TipoA,Parceiro5,"R$1,619.77",Bahia,Não Promocional
1/4/2020,17,TipoA,Parceiro3,R$276.83,Rio Grande do Sul,Não Promocional
1/4/2020,13,TipoB,Parceiro11,"R$3,123.55",Espírito Santo,Não Promocional
1/4/2020,9,TipoB,Parceiro13,"R$3,388.15",Rio de Janeiro,Não Promocional
1/4/2020,15,TipoA,Parceiro5,R$958.66,Ceará,Não Promocional
1/4/2020,13,TipoA,Parceiro11,"R$2,126.93",Ceará,Não Promocional
1/4/2020,15,TipoA,Parceiro1,R$561.81,Ceará,Não Promocional
1/4/2020,17,TipoA,Parceiro2,"R$1,109.03",Rio Grande do Sul,Não Promocional
1/4/2020,9,TipoA,Parceiro15,R$749.94,Mato Grosso do Sul,Não Promocional
1/4/2020,15,TipoA,Parceiro3,"R$2,482.59",Acre,Não Promocional
1/4/2020,11,TipoB,Parceiro11,"R$1,589.55",Pará,Não Promocional
1/4/2020,9,TipoB,Parceiro5,"R$2,097.87",Amapá,Não Promocional
1/4/2020,11,TipoB,Parceiro1,"R$2,722.19",Santa Catarina,Não Promocional
1/4/2020,7,TipoA,Parceiro8,R$814.35,Minas Gerais,Não Promocional
1/4/2020,7,TipoB,Parceiro7,"R$2,732.76",Alagoas,Não Promocional
1/4/2020,11,TipoA,Parceiro4,"R$3,423.39",Amazonas,Não Promocional
1/4/2020,16,TipoA,Parceiro13,R$356.56,Ceará,Não Promocional
1/4/2020,14,TipoB,Parceiro9,"R$1,657.53",Pará,Não Promocional
1/4/2020,8,TipoB,Parceiro8,R$870.24,Distrito Federal,Não Promocional
1/4/2020,16,TipoB,Parceiro6,"R$3,601.13",São Paulo,Não Promocional
1/4/2020,10,TipoB,Parceiro5,"R$2,395.30",Santa Catarina,Não Promocional
1/4/2020,15,TipoB,Parceiro13,R$9.40,Minas Gerais,Não Promocional
1/4/2020,8,TipoB,Parceiro13,"R$1,062.78",São Paulo,Não Promocional
1/4/2020,7,TipoB,Parceiro6,"R$1,370.83",São Paulo,Não Promocional
1/4/2020,17,TipoA,Parceiro11,"R$1,414.07",Acre,Não Promocional
1/4/2020,10,TipoB,Parceiro5,"R$1,235.35",Rio de Janeiro,Não Promocional
1/4/2020,8,TipoB,Parceiro9,"R$2,626.59",Pará,Não Promocional
1/4/2020,7,TipoA,Parceiro7,"R$3,195.09",Bahia,Não Promocional
1/4/2020,7,TipoB,Parceiro8,"R$1,414.04",Alagoas,Não Promocional
1/4/2020,14,TipoB,Parceiro11,"R$2,808.79",Pará,Não Promocional
1/4/2020,8,TipoC,Parceiro5,"R$3,343.20",Ceará,Não Promocional
1/4/2020,17,TipoC,Parceiro6,R$73.27,Pará,Não Promocional
1/4/2020,10,TipoB,Parceiro6,"R$1,305.35",Rio Grande do Sul,Não Promocional
1/4/2020,13,TipoB,Parceiro10,"R$3,349.11",Pará,Não Promocional
1/4/2020,3,TipoB,Parceiro11,"R$2,663.21",Rio de Janeiro,Não Promocional
1/4/2020,3,TipoB,Parceiro5,"R$3,544.35",Minas Gerais,Não Promocional
1/4/2020,5,TipoC,Parceiro9,R$538.64,Acre,Não Promocional
1/4/2020,5,TipoB,Parceiro11,"R$3,584.75",Espírito Santo,Não Promocional
1/4/2020,6,TipoB,Parceiro1,"R$1,548.16",Minas Gerais,Não Promocional
1/4/2020,5,TipoA,Parceiro7,"R$1,719.86",Distrito Federal,Não Promocional
1/4/2020,6,TipoC,Parceiro2,"R$1,876.97",Goiás,Não Promocional
1/4/2020,3,TipoC,Parceiro8,"R$2,590.15",Rio Grande do Sul,Não Promocional
1/4/2020,6,TipoA,Parceiro1,"R$2,995.01",Rio de Janeiro,Não Promocional
1/4/2020,5,TipoA,Parceiro8,"R$2,632.69",Acre,Não Promocional
1/4/2020,3,TipoA,Parceiro6,R$211.43,Espírito Santo,Não Promocional
1/4/2020,3,TipoB,Parceiro9,R$686.78,Piauí,Não Promocional
1/4/2020,4,TipoB,Parceiro2,"R$1,163.57",Espírito Santo,Não Promocional
1/4/2020,5,TipoA,Parceiro7,"R$3,445.80",Mato Grosso do Sul,Não Promocional
1/4/2020,5,TipoC,Parceiro14,"R$2,466.83",Mato Grosso do Sul,Não Promocional
1/4/2020,6,TipoB,Parceiro1,"R$1,096.99",Alagoas,Não Promocional
1/4/2020,5,TipoB,Parceiro7,R$982.82,Mato Grosso do Sul,Não Promocional
1/4/2020,4,TipoC,Parceiro7,"R$3,621.56",Rio Grande do Norte,Não Promocional
1/4/2020,6,TipoB,Parceiro7,"R$2,171.84",Piauí,Não Promocional
1/4/2020,5,TipoA,Parceiro10,R$988.28,Rondônia,Não Promocional
1/4/2020,6,TipoA,Parceiro3,"R$1,063.69",Espírito Santo,Não Promocional
1/4/2020,26,TipoC,Parceiro4,R$762.11,Piauí,Não Promocional
1/4/2020,27,TipoB,Parceiro11,"R$3,692.93",Tocantins,Não Promocional
1/4/2020,22,TipoA,Parceiro5,R$290.82,Amazonas,Não Promocional
1/4/2020,22,TipoB,Parceiro8,"R$3,514.13",São Paulo,Não Promocional
1/4/2020,18,TipoB,Parceiro14,"R$2,581.67",Bahia,Não Promocional
1/4/2020,18,TipoA,Parceiro6,"R$2,692.76",Rio Grande do Norte,Não Promocional
1/4/2020,19,TipoB,Parceiro10,"R$3,196.91",Minas Gerais,Super Promoção
1/4/2020,11,TipoB,Parceiro3,R$909.08,Rio de Janeiro,Super Promoção
1/4/2020,22,TipoB,Parceiro12,R$624.15,Minas Gerais,Super Promoção
1/4/2020,26,TipoB,Parceiro6,"R$2,757.67",Minas Gerais,Super Promoção
1/4/2020,1,TipoB,Parceiro2,"R$2,534.44",Minas Gerais,Super Promoção
1/4/2020,35,TipoC,Parceiro9,"R$2,459.22",Minas Gerais,Super Promoção
1/4/2020,11,TipoA,Parceiro5,"R$3,921.89",Rio de Janeiro,Super Promoção
1/5/2020,4,TipoB,Parceiro2,"R$1,428.39",Minas Gerais,Promocional
1/5/2020,2,TipoA,Parceiro2,"R$3,470.46",Minas Gerais,Promocional
1/5/2020,1,TipoB,Parceiro5,R$700.03,Rio de Janeiro,Promocional
1/5/2020,3,TipoB,Parceiro4,"R$3,465.97",Distrito Federal,Promocional
1/5/2020,3,TipoB,Parceiro3,"R$3,417.39",Rio de Janeiro,Promocional
1/5/2020,4,TipoA,Parceiro7,"R$2,658.85",Minas Gerais,Promocional
1/5/2020,5,TipoA,Parceiro2,R$413.02,Distrito Federal,Promocional
1/5/2020,4,TipoA,Parceiro5,"R$1,920.99",Minas Gerais,Promocional
1/5/2020,4,TipoB,Parceiro6,"R$3,491.14",Rio Grande do Sul,Promocional
1/5/2020,1,TipoA,Parceiro5,R$116.24,Minas Gerais,Promocional
1/5/2020,3,TipoA,Parceiro4,"R$3,349.72",São Paulo,Promocional
1/5/2020,3,TipoB,Parceiro4,"R$1,102.74",Rio de Janeiro,Promocional
1/5/2020,1,TipoB,Parceiro3,R$344.98,São Paulo,Promocional
1/5/2020,5,TipoB,Parceiro1,"R$1,940.24",São Paulo,Promocional
1/5/2020,4,TipoA,Parceiro1,"R$3,300.28",Distrito Federal,Promocional
1/5/2020,4,TipoA,Parceiro2,"R$1,480.15",Minas Gerais,Promocional
1/5/2020,1,TipoB,Parceiro3,"R$2,712.14",Minas Gerais,Promocional
1/5/2020,4,TipoB,Parceiro7,"R$1,923.83",Rio Grande do Sul,Promocional
1/5/2020,3,TipoA,Parceiro4,"R$3,975.27",Rio Grande do Sul,Não Promocional
1/5/2020,1,TipoB,Parceiro3,"R$1,367.24",Minas Gerais,Não Promocional
1/5/2020,4,TipoA,Parceiro1,R$239.38,Rio Grande do Sul,Não Promocional
1/5/2020,2,TipoA,Parceiro3,"R$1,619.65",Minas Gerais,Não Promocional
1/5/2020,1,TipoA,Parceiro7,"R$1,038.85",Minas Gerais,Não Promocional
1/5/2020,1,TipoA,Parceiro4,"R$2,346.26",Rio Grande do Sul,Não Promocional
1/5/2020,5,TipoA,Parceiro3,"R$2,426.87",Distrito Federal,Não Promocional
1/5/2020,4,TipoB,Parceiro1,"R$2,559.12",São Paulo,Não Promocional
1/5/2020,1,TipoB,Parceiro1,"R$3,816.67",Rio Grande do Sul,Não Promocional
1/5/2020,3,TipoA,Parceiro3,"R$2,905.94",São Paulo,Não Promocional
1/5/2020,3,TipoB,Parceiro3,"R$2,387.37",Rio de Janeiro,Não Promocional
1/5/2020,3,TipoB,Parceiro3,"R$3,888.68",Rio de Janeiro,Não Promocional
1/5/2020,1,TipoB,Parceiro2,R$878.14,São Paulo,Não Promocional
1/5/2020,2,TipoA,Parceiro5,"R$1,040.74",Rio Grande do Sul,Não Promocional
1/5/2020,4,TipoB,Parceiro3,"R$1,842.97",Rio Grande do Sul,Não Promocional
1/5/2020,17,TipoA,Parceiro7,R$416.09,Rio de Janeiro,Não Promocional
1/5/2020,10,TipoA,Parceiro7,R$880.68,Distrito Federal,Não Promocional
1/5/2020,11,TipoA,Parceiro2,R$692.02,São Paulo,Não Promocional
1/5/2020,12,TipoA,Parceiro7,"R$2,820.07",Espírito Santo,Não Promocional
1/5/2020,9,TipoB,Parceiro2,"R$2,036.71",Distrito Federal,Não Promocional
1/5/2020,7,TipoA,Parceiro5,R$982.67,Goiás,Não Promocional
1/5/2020,10,TipoB,Parceiro6,"R$2,606.44",Rondônia,Não Promocional
1/5/2020,8,TipoB,Parceiro3,"R$2,530.45",São Paulo,Não Promocional
1/5/2020,16,TipoA,Parceiro7,R$573.33,Bahia,Não Promocional
1/5/2020,17,TipoA,Parceiro2,"R$2,781.41",Acre,Não Promocional
1/5/2020,10,TipoA,Parceiro5,"R$3,253.12",Acre,Não Promocional
1/5/2020,8,TipoA,Parceiro7,"R$3,829.46",Tocantins,Não Promocional
1/5/2020,12,TipoB,Parceiro3,R$661.14,Ceará,Não Promocional
1/5/2020,15,TipoB,Parceiro7,R$902.77,Rio Grande do Sul,Não Promocional
1/5/2020,7,TipoA,Parceiro5,R$906.23,Pará,Não Promocional
1/5/2020,11,TipoA,Parceiro6,"R$2,167.63",Rio Grande do Sul,Não Promocional
1/5/2020,16,TipoA,Parceiro7,R$934.82,São Paulo,Não Promocional
1/5/2020,14,TipoA,Parceiro6,"R$3,597.72",Amazonas,Não Promocional
1/5/2020,14,TipoB,Parceiro3,R$212.48,Amazonas,Não Promocional
1/5/2020,9,TipoA,Parceiro14,R$685.24,Bahia,Não Promocional
1/5/2020,11,TipoB,Parceiro14,"R$1,274.06",Bahia,Não Promocional
1/5/2020,8,TipoA,Parceiro10,"R$3,504.15",Mato Grosso do Sul,Não Promocional
1/5/2020,7,TipoA,Parceiro7,"R$3,358.57",Rio de Janeiro,Não Promocional
1/5/2020,7,TipoB,Parceiro15,"R$3,355.84",Espírito Santo,Não Promocional
1/5/2020,14,TipoA,Parceiro2,R$154.47,Santa Catarina,Não Promocional
1/5/2020,16,TipoA,Parceiro2,"R$1,057.02",Minas Gerais,Não Promocional
1/5/2020,8,TipoB,Parceiro10,"R$2,073.11",Rio Grande do Sul,Não Promocional
1/5/2020,10,TipoB,Parceiro4,"R$1,418.69",Distrito Federal,Não Promocional
1/5/2020,8,TipoA,Parceiro14,"R$3,590.35",Distrito Federal,Não Promocional
1/5/2020,11,TipoA,Parceiro1,"R$1,780.85",Distrito Federal,Não Promocional
1/5/2020,11,TipoB,Parceiro10,R$45.11,Minas Gerais,Não Promocional
1/5/2020,9,TipoA,Parceiro14,"R$3,109.14",Espírito Santo,Não Promocional
1/5/2020,8,TipoB,Parceiro10,R$49.36,Distrito Federal,Não Promocional
1/5/2020,13,TipoB,Parceiro13,"R$2,344.27",Santa Catarina,Não Promocional
1/5/2020,12,TipoA,Parceiro11,R$630.25,Ceará,Não Promocional
1/5/2020,9,TipoB,Parceiro1,"R$2,525.61",Espírito Santo,Não Promocional
1/5/2020,12,TipoA,Parceiro10,"R$3,085.27",Rio de Janeiro,Não Promocional
1/5/2020,12,TipoA,Parceiro3,R$840.40,Alagoas,Não Promocional
1/5/2020,13,TipoB,Parceiro1,R$811.33,Rio Grande do Sul,Não Promocional
1/5/2020,17,TipoB,Parceiro15,"R$3,020.91",Amazonas,Não Promocional
1/5/2020,16,TipoB,Parceiro6,"R$1,656.93",Amazonas,Não Promocional
1/5/2020,14,TipoB,Parceiro8,R$16.27,Amazonas,Não Promocional
1/5/2020,17,TipoB,Parceiro10,"R$3,112.14",Distrito Federal,Não Promocional
1/5/2020,15,TipoB,Parceiro11,"R$1,510.87",Rio de Janeiro,Não Promocional
1/5/2020,13,TipoB,Parceiro10,R$978.36,Acre,Não Promocional
1/5/2020,15,TipoB,Parceiro11,R$634.74,Minas Gerais,Não Promocional
1/5/2020,9,TipoC,Parceiro12,"R$2,985.07",Alagoas,Não Promocional
1/5/2020,15,TipoB,Parceiro9,"R$1,225.21",Alagoas,Não Promocional
1/5/2020,16,TipoA,Parceiro8,"R$2,087.18",São Paulo,Não Promocional
1/5/2020,7,TipoC,Parceiro12,R$684.03,Pará,Não Promocional
1/5/2020,10,TipoA,Parceiro13,"R$3,710.91",Rio de Janeiro,Não Promocional
1/5/2020,7,TipoB,Parceiro8,"R$2,272.35",Santa Catarina,Não Promocional
1/5/2020,7,TipoC,Parceiro9,"R$3,012.35",Pará,Não Promocional
1/5/2020,14,TipoC,Parceiro10,R$797.06,Amapá,Não Promocional
1/5/2020,15,TipoB,Parceiro6,R$668.20,Santa Catarina,Não Promocional
1/5/2020,16,TipoA,Parceiro10,R$208.96,São Paulo,Não Promocional
1/5/2020,7,TipoC,Parceiro11,"R$2,897.47",Rio Grande do Sul,Não Promocional
1/5/2020,11,TipoC,Parceiro12,"R$3,063.81",São Paulo,Não Promocional
1/5/2020,4,TipoB,Parceiro13,"R$2,607.32",Acre,Não Promocional
1/5/2020,4,TipoC,Parceiro9,"R$1,863.81",Piauí,Não Promocional
1/5/2020,4,TipoC,Parceiro13,"R$2,351.80",São Paulo,Não Promocional
1/5/2020,5,TipoA,Parceiro6,R$516.09,São Paulo,Não Promocional
1/5/2020,3,TipoB,Parceiro9,R$764.87,Sergipe,Não Promocional
1/5/2020,3,TipoA,Parceiro6,R$321.89,Amazonas,Não Promocional
1/5/2020,5,TipoA,Parceiro11,R$965.45,Alagoas,Não Promocional
1/5/2020,5,TipoA,Parceiro6,"R$3,757.71",Mato Grosso do Sul,Não Promocional
1/5/2020,4,TipoB,Parceiro12,"R$2,557.41",Paraíba,Não Promocional
1/5/2020,6,TipoA,Parceiro5,"R$1,747.19",Espírito Santo,Não Promocional
1/5/2020,6,TipoA,Parceiro6,"R$3,670.74",Piauí,Não Promocional
1/5/2020,5,TipoA,Parceiro8,"R$2,335.95",Goiás,Não Promocional
1/5/2020,6,TipoC,Parceiro5,"R$3,349.10",Alagoas,Não Promocional
1/5/2020,6,TipoB,Parceiro15,R$67.83,Sergipe,Não Promocional
1/5/2020,4,TipoB,Parceiro6,"R$1,685.18",Amazonas,Não Promocional
1/5/2020,5,TipoB,Parceiro14,"R$3,702.37",Paraíba,Não Promocional
1/5/2020,3,TipoC,Parceiro5,"R$2,710.51",Distrito Federal,Não Promocional
1/5/2020,3,TipoA,Parceiro6,"R$3,359.30",Rio Grande do Norte,Não Promocional
